"identifier","name","count","bin","frequency"
"gltdechol","beta glucan-taurodeoxycholic acid complex","1","1","271"
"glcn","D-gluconate","1","1","271"
"glc3man","glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide","1","1","271"
"glc2man","(2)[glucose-1,3]-mannose oligosaccharide","1","1","271"
"ggdp","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)","1","1","271"
"galt","galactitol","1","1","271"
"g3m8mpdol_L","(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog","1","1","271"
"f5hoxkyn","Formyl-5-hydroxykynurenamine","1","1","271"
"eryth","L-erythrulose","1","1","271"
"dtt","1,4-dithiothreitol","1","1","271"
"dttOX","trans-1,2-dithiane-4,5-diol","1","1","271"
"dtdprmn","dTDP-L-rhamnose","1","1","271"
"dsT_antigen","disialyl-T antigen","1","1","271"
"xtp","XTP","1","1","271"
"dak2gpe_hs","1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen","1","1","271"
"crtn","creatinine","1","1","271"
"coke","cocaine(1+)","1","1","271"
"cmpntm2amep","CMP-N-trimethyl-2-aminoethylphosphonate","1","1","271"
"xylnt","L-xylonate","1","1","271"
"cmp2amep","CMP-2-aminoethylphosphonate","1","1","271"
"ch4s","methanethiol","1","1","271"
"cbl1","cob(I)alamin","1","1","271"
"c101coa","decenoylcoa","1","1","271"
"bgly","N-benzoylglycinate","1","1","271"
"bdg2hc","2-(beta-D-glucosyloxy)-cis-cinnamic acid","1","1","271"
"arg_D","D-argininium(1+)","1","1","271"
"ap4a","P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)","1","1","271"
"alltt","allantoate","1","1","271"
"ahandrostan","3alpha-hydroxy-5beta-androstan-17-one","1","1","271"
"adpman","ADP-alpha-D-mannose","1","1","271"
"adpglc","ADP alpha-D-glucoside(2-)","1","1","271"
"acryl","acrylate","1","1","271"
"acorn","N(2)-acetyl-L-ornithine","1","1","271"
"acglu","N-acetyl-L-glutamate(2-)","1","1","271"
"acg5sa","2-acetamido-5-oxopentanoate","1","1","271"
"acg5p","N-acetyl-L-gamma-glutamyl phosphate(3-)","1","1","271"
"R5coa_hs","fatty acyl-CoA","1","1","271"
"R4coa_hs","fatty acyl-CoA","1","1","271"
"R3coa_hs","fatty acyl-CoA","1","1","271"
"HC02116","activated-sulphur","1","1","271"
"HC02114","FADH-redox-potential","1","1","271"
"HC02098","3-Hydroxystearoyl-ACP","1","1","271"
"HC02097","3-Oxostearoyl-ACP","1","1","271"
"HC01797","Activated_methyl_group","1","1","271"
"HC01602","3-Oxotetradecanoyl-ACP","1","1","271"
"HC00832","L-fuculose","1","1","271"
"CE7220","S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione","1","1","271"
"CE7218","S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate","1","1","271"
"CE7122","alpha-tocotrienoxyl radical","1","1","271"
"CE7114","5,12,18R-TriHEPE","1","1","271"
"CE7087","leukotriene D5","1","1","271"
"CE7080","15(S)-hydroperoxy-EPE","1","1","271"
"CE6467","20-hydroxy-D4-neuroprostane","1","1","271"
"CE6466","20-hydroxy-E4-neuroprostane","1","1","271"
"CE6465","17-hydroxy-D4-neuroprostane","1","1","271"
"CE6464","17-hydroxy-E4-neuroprostane","1","1","271"
"CE6463","13-hydroxy-D4-neuroprostane","1","1","271"
"CE6462","13-hydroxy-E4-neuroprostane","1","1","271"
"CE6461","14-hydroxy-D4-neuroprostane","1","1","271"
"CE6460","14-hydroxy-E4-neuroprostane","1","1","271"
"CE6459","10-hydroxy-D4-neuroprostane","1","1","271"
"CE6458","10-hydroxy-E4-neuroprostane","1","1","271"
"CE6457","11-hydroxy-D4-neuroprostane","1","1","271"
"CE6456","11-hydroxy-E4-neuroprostane","1","1","271"
"CE6455","7-hydroxy-D4-neuroprostane","1","1","271"
"CE6454","7-hydroxy-E4-neuroprostane","1","1","271"
"CE6453","4-hydroxy-D4-neuroprostane","1","1","271"
"CE6452","4-hydroxy-E4-neuroprostane","1","1","271"
"CE6420","8-peroxy-docosahexaenoate","1","1","271"
"CE6415","(11S)-11-hydroperoxylinoleic acid","1","1","271"
"CE6252","urate radical","1","1","271"
"CE6245","S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione","1","1","271"
"CE6244","S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione","1","1","271"
"CE6230","15-hydroperoxyeicosa-8Z,11Z,13E-trienoate","1","1","271"
"CE6229","13E-tetranor-16-carboxy-LTE4","1","1","271"
"CE6228","13E-tetranor-16-oxo-16-CoA-LTE4","1","1","271"
"CE6219","gama-tocopheryl quinone","1","1","271"
"CE6205","5-methoxytryptophol","1","1","271"
"CE6198","16,18-oxo-18-CoA-dinor-LTE4","1","1","271"
"CE6193","18-carboxy-dinor-LTE4","1","1","271"
"CE6000","nitrosoperoxycarbonate","1","1","271"
"CE5956","trans,trans,cis-geranyl-geranyl-PP","1","1","271"
"CE5931","5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid","1","1","271"
"CE5929","11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid","1","1","271"
"CE5924","prostaglandin F2alpha","1","1","271"
"CE5922","12,13-epoxy-9-hydroperoxy-10E-octadecenoate","1","1","271"
"CE5921","octanoate radical","1","1","271"
"CE5920","13-oxo-9Z,11E-tridecadienoate","1","1","271"
"CE5898","pentyl radical","1","1","271"
"CE5866","L-alanyl-L-leucine","1","1","271"
"CE5865","L-leucyl-L-serine","1","1","271"
"CE5860","N-acetyl-5-methoxykynuramine","1","1","271"
"CE5840","2,3-epoxy-alpha-tocopheryl quinone","1","1","271"
"CE5839","4alpha,5-epoxy-8alpha-hydroperoxytocopherone","1","1","271"
"CE5838","5,6-epoxy-alpha-tocopheryl quinone","1","1","271"
"CE5837","7,8-epoxy-8alpha-hydroperoxytocopherone","1","1","271"
"CE5835","8alpha-hydroxytocopherone","1","1","271"
"thrnt","L-threonate","1","1","271"
"CE5828","5,9,11-trihydroxyprosta-6E,14Z-dien-1-oate","1","1","271"
"CE5820","histidyl-prolinamide","1","1","271"
"CE5791","kinetensin 4-8","1","1","271"
"CE5787","kinetensin 1-3","1","1","271"
"CE5783","Somatostatin fragment 3-14","1","1","271"
"CE5782","somatostatin","1","1","271"
"CE5727","Prostaglandin PGE2 3-glyceryl ester","1","1","271"
"CE5726","prostaglandin D2-1-glyceryl ester","1","1","271"
"CE5665","leukoaminochrome","1","1","271"
"CE5662","13,14-dihydro-15-oxo-lipoxin A4","1","1","271"
"CE5661","15-oxo-lipoxin A4","1","1","271"
"CE5656","lipoyl-AMP(1-)","1","1","271"
"CE5627","salsoline-1-carboxylate","1","1","271"
"CE5594","all-trans-retinoic acid","1","1","271"
"CE5588","deoxyhypusine","1","1","271"
"CE5542","noradrenochrome o-semiquinone","1","1","271"
"CE5541","adrenochrome o-semiquinone","1","1","271"
"CE5456","(R)-2-hydroxy-4-methylpentanoate","1","1","271"
"CE5322","4(S)-hydroxy-dodec-6Z-enoate","1","1","271"
"CE5310","4(R)-hydroxy-dodec-6Z-enoate","1","1","271"
"CE5304","15-deoxy-PGD2","1","1","271"
"CE5278","dopachrome o-semiquinone","1","1","271"
"CE5277","aminochrome o-semiquinone","1","1","271"
"CE5274","3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine","1","1","271"
"CE5256","estrone-2,3-semiquinone","1","1","271"
"CE5255","estrone-3,4-semiquinone","1","1","271"
"CE5254","17beta-estradiol-2,3-semiquinone","1","1","271"
"CE5253","17beta-estradiol-3,4-semiquinone","1","1","271"
"napqi","N-acetyl-1,4-benzoquinone imine","1","1","271"
"CE5141","12,20-dioxo-leukotriene B4","1","1","271"
"CE5082","N-acetyl-L-cystathionine","1","1","271"
"CE5068","2-methylglutaconic acid","1","1","271"
"CE5021","alpha-tocopheryl hydroquinone","1","1","271"
"CE5016","13,14-dihydroxy-retinol","1","1","271"
"CE5014","anhydroretinol","1","1","271"
"CE5013","14-hydroxy-4,14-retro-retinol","1","1","271"
"CE4970","2-methylbutyrylglycine","1","1","271"
"CE4969","N-isobutyrylglycine","1","1","271"
"CE4968","N-isovalerylglycine","1","1","271"
"CE4754","dynorphin B (6-9)","1","1","271"
"CE4753","dynorphin B (10-13)","1","1","271"
"CE3140","1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate","1","1","271"
"CE3136","9-cis-4-oxo-13,14-dihydro-retinoate","1","1","271"
"CE3087","beta-carboline","1","1","271"
"CE3086","4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside","1","1","271"
"CE2964","5,8-epoxy-13-cis-retinoate","1","1","271"
"CE2963","5,6-epoxy-13-cis-retinoate","1","1","271"
"CE2955","all-trans-3,4-didehydroretinoate","1","1","271"
"CE2949","oxoxanthurenate","1","1","271"
"CE2947","xanthurenate-8-O-beta-D-glucoside","1","1","271"
"CE2934","o-methylhippuric acid","1","1","271"
"CE2891","dynorphin B","1","1","271"
"CE2890","dynorphin A (6-8)","1","1","271"
"CE2858","dynorphin A 1-8","1","1","271"
"CE2848","fructoseglycine ketone 3-phosphate","1","1","271"
"CE2847","fructosylglycine","1","1","271"
"CE2846","fructoselysine 3-phosphate","1","1","271"
"CE2537","15-hydroxy-(8Z,11Z,13E)-eicosatrienoate","1","1","271"
"CE2510","gondoic acid","1","1","271"
"CE2445","6-trans-leukotriene B4","1","1","271"
"CE2209","5alpha-androstane-3alpha,17beta-diol","1","1","271"
"CE2196","(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline","1","1","271"
"CE2189","4-methoxyestrone","1","1","271"
"CE2184","2-hydroxy-3-methoxyestrone","1","1","271"
"CE2183","2-hydroxy-3-methoxy-17beta-estradiol","1","1","271"
"CE2176","3-O-methyldopa","1","1","271"
"CE2174","4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline","1","1","271"
"CE2173","N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline","1","1","271"
"CE2172","6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline","1","1","271"
"CE2153","6-Hydroxytetrahydro-beta-carboline","1","1","271"
"CE2152","1,2,3,4-tetrahydro-beta-carboline","1","1","271"
"CE2122","methyl indole-3-acetate","1","1","271"
"CE2102","lipoyllysine","1","1","271"
"CE2072","putreanine","1","1","271"
"CE2065","acetylcarnosine","1","1","271"
"CE2061","trans-4,5-epoxy-2(E)-decenal","1","1","271"
"CE2028","3-hydroxyisovaleric acid","1","1","271"
"CE2026","3-methylcrotonyl glycine","1","1","271"
"CE2020","N-arachidonoylglycinate","1","1","271"
"CE2006","4-hydroxynon-2-enal","1","1","271"
"CE1941","isoputreanine","1","1","271"
"CE1937","spermic acid 1","1","1","271"
"CE1787","1-deoxy-1-(N6-lysino)-D-fructose","1","1","271"
"CE1665","gama-glutamylglutathione","1","1","271"
"CE1661","gama-L-glutamyl-L-alpha-aminobutyrate","1","1","271"
"CE1562","5,6-indolequinone-2-carboxylate","1","1","271"
"CE1447","11-dehydro-thromboxane B2","1","1","271"
"CE1401","L-homocysteine thiolactone","1","1","271"
"CE1310","N-acetyl-L-cysteine","1","1","271"
"CE1293","27alpha-hydroxy-7-dehydrocholesterol","1","1","271"
"CE1243","12S-HHTrE","1","1","271"
"CE1162","vitamin A2","1","1","271"
"CE1059","N1,N8-diacetylspermidine","1","1","271"
"CE0955","6-oxo-prostaglandin F1alpha","1","1","271"
"CE0737","malonaldehyde","1","1","271"
"CE0469","gama-L-glutamyl-L-alanine","1","1","271"
"C11821","5-hydroxyisouric acid","1","1","271"
"C11695","anandamide","1","1","271"
"C10164","picolinic acid","1","1","271"
"C09640","(-)-Salsoline","1","1","271"
"C09209","harman","1","1","271"
"C08276","3-(methylthio)propionate","1","1","271"
"C07297","3-oxopristanoyl-CoA(4-)","1","1","271"
"C06350","norlaudanosoline","1","1","271"
"C04717","13(S)-HPODE(1-)","1","1","271"
"C03958","protirelin","1","1","271"
"C03820","1-alkyl-2-acetyl-sn-glycerol","1","1","271"
"C03693","D-Mannose 1,6-bisphosphate","1","1","271"
"C03681","5alpha-pregnane-3,20-dione","1","1","271"
"C02442","N-methyltyraminium","1","1","271"
"C02147","dihydrolipoate","1","1","271"
"C01601","nonanoate","1","1","271"
"C01507","L-iditol","1","1","271"
"5moxact","5-Methoxyindoleacetate","1","1","271"
"5hxkyn","5-hydroxykynurenine","1","1","271"
"5hoxnfkyn","5-hydroxy-N-formylkynurenine","1","1","271"
"5g2oxpt","5-guanidino-2-oxopentanoic acid","1","1","271"
"5a2opntn","5-amino-2-oxopentanoic acid","1","1","271"
"48dhoxquin","quinoline-4,8-diol","1","1","271"
"46dhoxquin","quinoline-4,6-diol","1","1","271"
"3padsel","3-Phosphoadenylylselenate","1","1","271"
"3ohxccoa","3-oxohexacosanoyl-CoA","1","1","271"
"3amp","3'-AMP(2-)","1","1","271"
"34dhcinm","trans-caffeate","1","1","271"
"2pglyc","2-phosphonatoglycolate(3-)","1","1","271"
"2mcacn","(Z)-but-2-ene-1,2,3-tricarboxylate","1","1","271"
"2hyoxplac","(2-hydroxyphenyl)acetic acid","1","1","271"
"2coum","cis-2-coumarate","1","1","271"
"2ameph","(2-aminoethyl)phosphonic acid","1","1","271"
"1p2cbxl","1-pyrroline-2-carboxylate","1","1","271"
"1mpyr","1-methylpyrrolinium","1","1","271"
"18harachd","18 hydroxy arachidonic acid","1","1","271"
"12harachd","12 hydroxy arachidonic acid","1","1","271"
"12RHPET","12(R)-HPETE","1","1","271"
"CE5829","5-HT-moduline","1","1","271"
