identifier	name
R_r0763	Hexanoyl-[acyl-carrier protein]:oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85
R_r0764	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85
R_r0765	Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85
R_r0766	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85
R_r0767	Decanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85
R_r0768	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85
R_r0769	(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85
R_r0770	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85
R_r0771	Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85
R_r0772	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85
R_r0773	Hexadecanoyl-[acyl-carrier protein:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85
R_r0775	Formamidopyrimidine nucleoside triphosphate 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16
R_r0776	r0776
R_r0777	GTP 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16
R_r0779	3-Hydroxy-2-methylpropanoyl-CoA hydrolase EC:3.1.2.4
R_r0780	4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase Biosynthesis of steroids EC:1.3.1.70
R_r0781	Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving) Biosynthesis of steroids EC:1.14.13.70
R_r0782	GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing) Fructose and mannose metabolism EC:1.1.1.271
R_r0783	lanosterol D24-reductase Biosynthesis of steroids EC:1.3.1.72
R_r0784	xylitol:NAD oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.15
R_r0786	sphinganine-1-phosphate palmitaldehyde-lyase Sphingolipid metabolism EC:4.1.2.27
R_r0787	3-sn-phosphatidate phosphohydrolase Sphingolipid metabolism EC:3.1.3.4
R_r0788	S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase Glycerophospholipid metabolism EC:2.1.1.103
R_r0789	S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyltransferase Glycerophospholipid metabolism EC:2.1.1.103
R_r0792	5-methyltetrahydrofolate:NAD+ oxidoreductase One carbon pool by folate / Methane metabolism EC:1.5.1.20
R_r0795	Spontaneous reaction
R_r0796	Ribitol:NAD+ 2-oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.56
R_r0797	glycine N-choloyltransferase EC:2.3.1.65
R_r1092	albumin Protein assembly
R_r1093	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 Protein assembly
R_r1094	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 Protein assembly
R_r1095	apolipoprotein B Protein assembly
R_r1098	Apo-CIB Protein assembly
R_r1099	Apo-CII Protein assembly
R_r1100	Apo-CIII Protein assembly
R_r1101	Fibrinogen alpha chain Protein assembly
R_r1102	Haptoglobin Protein assembly
R_r1103	Plasminogen Protein assembly
R_r1104	Prothrombin Protein assembly
R_r1105	T9 Protein assembly
R_r1109	Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6
R_r1112	Apo-E Protein assembly
R_r1113	Apo-AI Protein assembly
R_r1146	Biosynthesis of steroids Enzyme catalyzed
R_r1154	EC:1.2.7.2
R_r1156	dUTP:uridine 5-phosphotransferase Pyrimidine metabolism EC:2.7.1.48
R_r1164	EC:2.3.1.26
R_r1165	EC:2.3.1.26
R_r1166	EC:2.3.1.26
R_r1167	EC:2.3.1.26
R_r1168	EC:2.3.1.26
R_r1169	EC:2.3.1.26
R_r1170	EC:2.3.1.26
R_r1171	EC:2.3.1.26
R_r1172	EC:3.1.1.13
R_r1174	EC:3.1.1.13
R_r1175	EC:3.1.1.13
R_r1177	EC:3.1.1.13
R_r1179	EC:3.1.1.13
R_r1181	EC:3.1.1.13
R_r1182	EC:3.1.1.13
R_r1183	EC:3.1.1.13
R_r1185	EC:2.3.1.15
R_r1186	EC:2.3.1.15
R_r1187	EC:2.3.1.15
R_r1188	EC:2.3.1.15
R_r1189	EC:2.3.1.15
R_r1190	EC:2.3.1.15
R_r1251	EC:6.2.1.3
R_r1252	EC:6.2.1.3
R_r1253	EC:6.2.1.3
R_r1254	EC:6.2.1.3
R_r1255	EC:6.2.1.3
R_r1257	EC:6.2.1.3
R_r1259	EC:6.2.1.3
R_r1260	EC:6.2.1.3
R_r1262	EC:6.2.1.3
R_r1294	MTRX Protein assembly
R_r1313	3-oxoacyl-ACP synthase, mitochondrial Polyunsaturated fatty acid biosynthesis EC:2.3.1.85
R_r1315	fatty acid synthase Polyunsaturated fatty acid biosynthesis EC:2.3.1.85
R_r1316	fatty acid synthase Polyunsaturated fatty acid biosynthesis EC:2.3.1.85
R_r1333	Protein degradation
R_r1334	Protein degradation
R_r1335	Protein degradation
R_r1336	Protein degradation
R_r1337	Protein degradation
R_r1338	Protein degradation
R_r1339	Protein degradation
R_r1340	Protein degradation
R_r1341	Protein degradation
R_r1342	Protein degradation
R_r1343	Protein degradation
R_r1344	Protein degradation
R_r1345	Protein degradation
R_r1346	Protein degradation
R_r1347	Protein degradation
R_r1348	Protein degradation
R_r1349	Protein degradation
R_r1350	Protein degradation
R_r1351	Protein degradation
R_r1352	Protein degradation
R_r1353	Protein degradation
R_r1354	Protein degradation
R_r1355	Protein degradation
R_r1356	Protein degradation
R_r1357	Protein degradation
R_r1358	Protein degradation
R_r1359	Protein degradation
R_r1377	S-(hydroxymethyl)glutathione synthase Methane metabolism EC:4.4.1.22
R_r1378	S-(hydroxymethyl)glutathione dehydrogenase Methane metabolism EC:1.1.1.284
R_r1380	delta24-sterol reductase Biosynthesis of steroids EC:1.3.1.72
R_r1382	folylpolyglutamyl synthetase EC:6.3.2.17
R_r1383	gamma-glutamyl hydrolase EC:3.4.19.9
R_r1391	amylo-1,6-glucosidase, 4-alpha-glucanotransferase EC:2.4.1.25
R_r1392	amylo-1,6-glucosidase, 4-alpha-glucanotransferase EC:3.2.1.33
R_r1430	[Acyl-carrier-protein] 4-pantetheine-phosphohydrolase Pantothenate and CoA biosynthesis EC:3.1.4.14
R_r1431	2-Deoxyuridine 5-diphosphate:oxidized-thioredoxin 2-oxidoreductase Pyrimidine metabolism EC:1.17.4.1
R_r1432	2-Deoxyuridine 5-diphosphate:oxidized-thioredoxin 2-oxidoreductase Pyrimidine metabolism EC:1.17.4.1
R_r1433	NADPH:oxidized-thioredoxin oxidoreductase Pyrimidine metabolism EC:1.8.1.9
R_r1443	EC:1.3.3.6
R_r1444	EC:1.3.3.6
R_r1446	EC:1.3.3.6
R_r1447	EC:1.3.3.6
R_r1448	EC:1.3.3.6
R_r1449	EC:1.3.3.6
R_r1451	EC:1.3.3.6
R_r1457	hexadecanal:NADP+ delta2-oxidoreductase EC:1.3.1.27
R_r1466	EC:2.3.1.86
R_r1472	long-chain-acyl-CoA dehydrogenase EC:1.3.99.13
R_r1474	EC:4.2.1.17
R_r0774	Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37
R_r2236	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2237	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2238	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2315	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2346	Organic anion transporter 5 Utilized transport
R_r2437	Mitochondrial Carrier (MC) TCDB:2.A.29.8.3
R_r2438	Mitochondrial Carrier (MC) TCDB:2.A.29.8.3
R_r1527	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
R_r1528	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1
R_r2444	Proposed Fatty Acid Transporter (FAT) TCDB:4.C.1.1.5
R_r0997	COT Facilitated diffusion
R_r2434	Mitochondrial Carrier (MC) TCDB:2.A.29.8.3
R_FAOXC16OHC16r	fatty acid omega oxidation(C16-->w-OHC16)er
R_FAOXOHC16C16DCc	fatty acid omega oxidation(w-OHC16-->C16DC)c
R_OMHPALTD	transport of w-hydroxypalmitic acid by diffusion
R_FAOXC9BRC7BRm	fatty acid beta oxidation(C9br-->C7br)m
R_FAOXC101C102m	fatty acid beta oxidation(C10:1-->C10:2)m
R_FAOXC102C101x	fatty acid beta oxidation(C10:2-->C10:1)x
R_r1000	Facilitated diffusion
R_r1001	Facilitated diffusion
R_r1002	Facilitated diffusion
R_r1003	Facilitated diffusion
R_FAOXC101m	isomerization(C10:1)m
R_FAOXC164C165m	fatty acid beta oxidation(C16:4-->C16:5)m
R_FAOXC165C164m	fatty acid beta oxidation (C16:5-->C16:4)m
R_TDCRNe	transport of myristoyl carnitine into extra cellular space
R_FAOXC24C22x	Fatty acid beta oxidation(C24-->C22)x
R_LGNCCOAtcx	transport of lignocericyl coenzyme A from cytosol to peroxisome.
R_r2436	Mitochondrial Carrier (MC) TCDB:2.A.29.8.3
R_r1367	Vesicular transport
R_r1368	Vesicular transport
R_r2515	Utilized transport
R_1a25DHVITD3TRn	tanslocation of 1-alpha,25-Dihydroxyvitamin D3 to nucleus
R_25HVITD3c	1-alpha hydroxylation of 25-hydroxy vitamin D
R_2MB2COAc	transport of 2-methylcrotonoyl-CoA into cytosol
R_34DHPHELAT1tc	transport of 3,4-Dihydroxy-L-phenylalanine by LAT1 in association with 4F2hc, across the apical surface of the memebranes.
R_34DHPLACOX_NADP_	3,4-Dihydroxyphenylacetaldehyde:NADP+ oxidoreductase
R_34DHXMANDACOX_NADP_	3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase
R_34HPPte	Transport of 3-(4-hydroxyphenyl)pyruvate
R_3AIB_Dtm	transport of 3aib_D into mitochondria
R_3HBCOARc	transport of (R)-3-hydroxybutanoyl-CoA into cytosol
R_3MOBte	Transport of 3-methyl-2-oxobutanoate
R_3MOPte	Transport of 3-methyl-2-oxopentanoate
R_3MOX4HOXPGALDOX_NADP_	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase
R_4ABUTtcn	transport of GABA
R_4HOXPACDOX_NADP_	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase
R_4HPRO_LTte	Transport of trans-4-hydroxy-L-proline
R_4HPROLTASCT1	exit of hydroxy-prloine across the basolateral surface of enterocytes
R_4MOPte	Transport of 4-methyl-2-oxopentanoate
R_4MPTNLtm	4-methylpentanal transport (mitochondria)
R_4MPTNLtr	4-methylpentanal transport (ER)
R_4OHPROIMINOtc	transport of L-OH-Proline by the apical IMINO amino acid transporters in kidney and intestine
R_5MTAte	Transport of 5-S-methyl-5-thioadenosine
R_5MTHFt2le	5-methyltetrahydrofolate transport via anion exchange
R_5OXPROt	Transport of 5-oxoprolinate
R_ACP1_FMN_	acid phosphatase (FMN)
R_ADPACDAc	activation of adipic acid for formation of adipoyl carnitine
R_ADPACTD	transport into cytosol (diffusion)
R_ADPCOACROT	production of adipoyl carnitine
R_ADPCOAPTE	thioesterification of adipoyl coA for release into cytosol
R_AHCYStd	diffusion of S-Adenosyl-L-homocysteine
R_AHCYSte	Transport of S-adenosyl-L-homocysteine
R_AICARte	Transport of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)
R_ALA_DASH_DTDe	exit of D-alanine from the enterocytes
R_ALAALACNc	ALAALACNc
R_ALAALAPEPT1tc	transport of Alanylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells
R_ALAATB0tc	transport of L-Alanine into the intestinal cells by ATB0 transporter
R_ALAyLATthc	transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney
R_AMETtd	diffusion of S-Adenosyl-L-methionine
R_ANTHte	Transport of anthranilate
R_ARACHFATPc	Uptake of arachidate by the enterocytes
R_ARGATB0tc	transport of L-Arginine into the intestinal cells by ATB0 transporter
R_ASCBSVCTtc	transport of L-Ascorbate by SVCT1 or SVCT2 transporter
R_Asn_X_Ser_Thrtr	Asn-X-Ser/Thr transport (from ER to lysosome)
R_ASNATB0tc	transport of L-Asparagine into the intestinal cells by ATB0 transporter
R_ASNPHELAT2tc	transport of L-Asparagine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
R_ASPDTDe	D-aspartate transport, extracellular
R_ASPPROASCT1	aspartate intake by system ASCT-1 transporter
R_ASPte	diffusion of aspartate into blood
R_BALABETAtc	transport of beta alanine into the intestinal cells by beta transport system
R_BALAPAT1tc	transport of beta alanine by PAT1 in renal and intestinal cells
R_BCRNe	transport of 3-hydroxy butyryl carnitine into extra cellular space
R_BIDGLCURr	bilirubin di-glucuronide production
R_biomass_reaction	Generic human biomass reaction
R_BTNTe	release of biotin across the basolatral membrane
R_C100CPT1	production of decanoylcarnitine
R_C101CPT1	production of decenoylcarnitine
R_C101CRNe	transport of decenoyl carnitine into extra cellular space
R_C102CPT1	production of decadienoylcarnitine
R_C10CRNe	transport of decanoyl carnitine into extra cellular space
R_C10DCc	production of sebacoylcarnitine
R_C10DCCACT	transport of sebacoyl carnitine into cytosol
R_C10DCe	transport of sebacoyl carnitine into extra cellular space
R_C10OHc	production of 3-OHdecanoylcarnitinec
R_C120CPT1	production of dodecanoylcarnitine
R_C121CPT1	production of dodecenoylcarnitine
R_C12DCACOT	thioesterification of dodecanedioyl coa for release into cytosol
R_C12DCACT	activation of Dodecanedioic acid
R_C12DCe	excretion of C12DC
R_C12DCTD	transport of Dodecanedioic acid by diffusion
R_C12OHc	production of 3-OHdodecanoylcarnitinec
R_C141ACBP	transport of 3-hydroxytetradecenoyl coa from mitochondria into cytosol
R_C141CPT1	production of tetradecenoylcarnitine
R_C141OHc	production of 3-hydroxytetradecenoyl carnitine
R_C141OHe	excretion of C14:1-OH
R_C142ACBP	transport of 3-hydroxytetradeca dienoyl coa from mitochondria into cytosol
R_C142CPT1	production of tetradecadienoylcarnitine
R_C142OHc	production of 3-hydroxytetradeca dienoyl carnitine
R_C142OHe	excretion of C14:2-OH
R_C14OHc	production of 3-hydroxytetradecanoylcarnitine
R_C161OHc	production of 3-hydroxyhexadecenoylcarnitine
R_C162ACBP	transport of 3-hydroxy trans7,10-hexadecadienoylcoa from mitochondria into cytosol
R_C162OHc	production of 3-hydroxy hexadecadienoyl carnitine
R_C162OHe	excretion of C16:2OH
R_C16DCc	production of hexadecanedioylcarnitine
R_C16DCe	transport of Hexadecanedioic acid mono-L-carnitine ester into extra cellular space
R_C16OHc	production of 3-hydroxyhexadecanoylcarnitinec
R_C16txc	transport of palmitoylcoa into peroxisomes
R_C181OHc	production of 3-hydroxyoctadecenoylcarnitinec
R_C182OHc	production of 3-hydroxyoctadecadienoylcarnitine
R_C18OHc	production of 3-hydroxyoctadecanoylcarnitine
R_C2tcx	transport of acetylcarnitine from peroxisomes to cytosol
R_C30CPT1	production of propionylcarnitine
R_C3DCe	transport of malonyl carnitine into extra cellular space
R_C40CPT1	production of butyrylcarnitine
R_C4CRNCPT2	transport of butyryl carnitine in the mitochondrial matrix for final hydrolysis
R_C4CRNe	transport of butyryl carnitine into the extra cellular space
R_C4DCCACT	transport of succinyl carnitine into cytosol
R_C4DCe	transport of succinyl carnitine into the extra cellular space
R_C4OHc	production of 3-hydroxybytyryl carnitinec
R_C4tcx	transport of bytyrylcarnitine from peroxisomes
R_C4tmc	transport of bytyrylcarnitine into mitochondrial matrix
R_C4x	esterification of butyrylcoa to butyrylcarnitine for transport
R_C50CPT1	production of isovalerylcarnitine
R_C51CPT1	production of tiglylcarnitine
R_C5DCe	transport of glutaryl carnitine into the extra cellular fluid
R_C60CPT1	production of hexanoylcarnitine
R_C6COAt	esterification of of hexanoylcoa for transport into cytosol
R_C6CRNe	transport of hexanoyl carnitine into the extra cellular fluid
R_C6CRNtcx	transport of hexanoylcarnitine into cytosol
R_C6DCc	production of adipoylcarnitine
R_C6DCCACT	transport of adipoyl carnitine into cytosol
R_C6DCe	transport of adipoyl carnitine into the extra cellular fluid
R_C80CPT1	production of octanoylcarnitine
R_C81CPT1	production of ocetenoylcarnitine
R_C81CRNe	transport of octenoyl carnitine into the extra cellular space
R_C8DCc	production of suberylcarnitine
R_C9BRxtc	transport of dimethylnonanoylcarnitine from peroxisomes to cytosol
R_CARhPTtc	Transport of L-Carnosine by hPT3 or hPT4 peptide transporter.
R_CARPEPT1tc	transport of L-Carnosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells
R_CBASPte	Transport of N-carbamoyl-L-aspartate
R_CGLYt3_2_	Cys-Gly transport in via proton symport
R_CHOLESACATc	esterification of cholesterol to cholesterol ester within enterocytes
R_CHOLESTle	hydrolysis of cholesterol ester by cholesterol esterase 
R_CHOLESTTDe	CHOLESTTDe vesicular transport
R_CHSTEROLtrc	transport of cholesterol into the cytosol
R_Coqe	Transport of q10
R_CRNrtx	reversible transport of L-Carnitine in peroxisome
R_CRTSTRNt	corticosterone transport
R_CYOOm2	cytochrome c oxidase, mitochondrial Complex IV
R_CYSATB0tc	transport of L-Cysteine into the intestinal cells by ATB0 transporter
R_CYSPHELAT2tc	transport of L-Cysteine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
R_CYSSNAT5tc	transport of L-Cysteine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.
R_CYSTALArBATtc	transport of L-Cystine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.
R_CYSTLEUrBATtc	transport of L-Cystine into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.
R_DAGt	diacylglycerol transport
R_DATPtm	transport of dATP into mitochondria
R_DCATDc	transport of Decanoate (n-C10:0) into the cell by diffusion
R_DCATDr	transport of Decanoate (n-C10:0) into the E.R. by diffusion
R_DCSPTN1COAtxc	transport of docosapentenoylcoa into peroxisomes.
R_DCTPtm	transport of dCTP into mitochondria
R_DDCRNe	transport of 3-hydroxydodecanoyl carnitine into extra cellular space
R_DECCRNe	transport of 3-hydroxydecanoyl carnitine into extra cellular space
R_DECDICRNe	trnasport of decadienoyl carnitine into the extra cellular space
R_DGTPtm	transport of dGTP into mitochondria
R_DHAPtc	transport of DHAP into cytosol
R_DOCO13ECOAtxc	transport of 13-docosenoylcoa into peroxisomes
R_DOCO13EFATP	absorption or uptake of 13-docosenoic acid into cells
R_DOCOSACT	activation of docosanoic acid for transport
R_DOCOSACTDe	uptake of docosanoic acid by cells by diffusion
R_DOCOSACTDr	transport of docosanoic acid by diffusion
R_DOCOSADIACTD	transport of docosanedioic acid by diffusion
R_DOCOSCOAtxc	transport of behenoylcoa into peroxisomes
R_DOCOSDIACTD	excretion of docosanedioic acid
R_DPMVDc	diphosphomevalonate decarboxylase, cytosol
R_DSREDUCr	Desmosterol reductase
R_DTMPKm	dTMP kinase in mitochondria
R_DTTPtm	transport of dTTP into mitochondria
R_ESTRADIOLt	estradiol transport
R_F1Atg	F1alpha transport (from golgi to lysosome)
R_FADDPle	FAD diphosphatase
R_FADH2ETC	Complex II reaction for respiratory chain
R_FADtm	Transport of fad into mitochondria
R_FAOXC101C102x	fatty acid beta oxidation(C10:1-->C10:2)x
R_FAOXC101C8m	fatty acid beta oxidation(C10:1-->C8)m
R_FAOXC101C8x	fatty acid beta oxidation(C10:1-->C8:0)x
R_FAOXC101x	isomerization(C10:1)x
R_FAOXC102C101m	reduction(C10:2-->C10:1)m
R_FAOXC102C103m	fatty acid beta oxidation(C10:2-->C10:3)m
R_FAOXC102C103x	fatty acid beta oxidation(C10:2-->C10:3)x
R_FAOXC102C81m	fatty acid beta oxidation(C10:2-->C8:1)m
R_FAOXC102C81x	fatty acid beta oxidation(C10:2-->C8:1)x
R_FAOXC102m	isomerization(C10:2)m
R_FAOXC102x	isomerization(C10:2)x
R_FAOXC103C102m	fatty acid beta oxidation(C10:3-->C10:2)m
R_FAOXC103C102x	fatty acid beta oxidation(C10:3-->C10:2)x
R_FAOXC10C10OHm	fatty acid beta oxidation(C10-->OHC10)m
R_FAOXC10C8m	fatty acid beta oxidation(C10-->C8)m
R_FAOXC10C8x	fatty acid beta oxidation(C10-->C8)x
R_FAOXC10DCC8DCx	fatty acid beta oxidation(C10DC-->C8DC)
R_FAOXC11BRC9BRx	fatty acid beta oxidation(C11br-->C9br)x
R_FAOXC11C9m	fatty acid beta oxidation(C11-->C9)m
R_FAOXC121C101m	fatty acid beta oxidation(C12:1-->C10:1)m
R_FAOXC121C10x	fatty acid beta xoidation(C12:1-->C10)x
R_FAOXC121x	isomerization(C12:1)x
R_FAOXC122C101m	fatty acid beta oxidation(C12:2-->C10:1)m
R_FAOXC122m	isomerization(C12:2)m
R_FAOXC122x	isomerization(C12:2)x
R_FAOXC123C102m	fatty acid beta oxidation(C12:3-->C10:2)m
R_FAOXC123C102x	fatty acid beta oxidation(C12:3-->C10:2)x
R_FAOXC123m	isomerization(C12:3)m
R_FAOXC123x	isomerization(C12:3)x
R_FAOXC12C10m	fatty acid beta oxidation(C12-->C10)m
R_FAOXC12C10x	fatty acid beta oxidation(C12-->C10)x
R_FAOXC12C12OHm	fatty acid beta oxidation(C12-->OHC12)m
R_FAOXC12DCc	formation of dodecanedioyl carnitine
R_FAOXC12DCC10DCx	fatty acid beta oxidation(C12DC-->C10DC)x
R_FAOXC12DCTc	transport of dodecanedioyl carnitine into cytosol
R_FAOXC12DCx	production of dodecanedioyl carnitine
R_FAOXC13BRC11BRx	fatty acid beta oxidation(C13br-->C11br)x
R_FAOXC13C11m	fatty acid beta oxidation(C13-->C11)m
R_FAOXC141C121m	fatty acid beta oxidation(C14:1-->C12:1)m
R_FAOXC141C121x	fatty acid beta xoidation(C14:1-->C12:1)x
R_FAOXC141C141OHm	fatty acid beta oxidation(C14:1-->C14:1OH)m
R_FAOXC142C122m	fatty acid beta oxidation(C14:2-->C12:2)m
R_FAOXC142C122x	fatty acid beta oxidation(C14:2-->C12:2)x
R_FAOXC142C142OHm	fatty acid beta oxidation(C14:2-->C14:2OH)m
R_FAOXC143C123m	fatty acid beta oxidation(C14:3-->C12:3)m
R_FAOXC143C123x	fatty acid beta oxidation(C14:3-->C12:3)x
R_FAOXC14C12m	fatty acid beta oxidation(C14-->C12)m
R_FAOXC14C12x	fatty acid beta oxidation(C14-->C12)x
R_FAOXC14C14OHm	fatty acid beta oxidation(C14-->C14OH)m
R_FAOXC14DCC12DCx	fatty acid beta oxidation(C14DC-->C12DC)x
